,Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
8131,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,01-03,Yes,Mobile,Moderate
8132,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8133,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
8134,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
8135,Boy,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Mobile,High
8136,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,,Low
8137,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
8138,Boy,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
8139,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
8140,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8141,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Low
8142,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8143,Girl,01-05,School,,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
8144,Girl,06-10,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8145,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8146,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,,Mobile,Moderate
8147,Boy,26-30,University,Government,Yes,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
8148,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,01-03,Yes,Computer,High
8149,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8150,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8151,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8152,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,No,Computer,Moderate
8153,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8154,Girl,21-25,University,Non Government,No,Yes,Low,,Wifi,3G,01-03,Yes,Mobile,High
8155,Girl,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8156,Boy,,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8157,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
8158,Boy,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8159,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
8160,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8161,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8162,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8163,Boy,21-25,University,Non Government,Yes,,High,Poor,Wifi,3G,03-06,No,Computer,Moderate
8164,Boy,06-10,School,Government,No,No,High,,Mobile Data,2G,0,No,Mobile,Low
8165,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Tab,Moderate
8166,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Tab,High
8167,Girl,,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8168,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8169,Girl,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,High
8170,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8171,Boy,21-25,University,Government,No,,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8172,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8173,Boy,11-15,School,Non Government,,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
8174,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
8175,Boy,16-20,College,Non Government,No,,Low,Mid,Wifi,,01-03,No,Mobile,Moderate
8176,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8177,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8178,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8179,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
8180,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,03-06,No,Mobile,Low
8181,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Low
8182,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
8183,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8184,Girl,06-10,School,Non Government,No,Yes,Low,,Wifi,3G,01-03,No,Mobile,High
8185,Boy,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
8186,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
8187,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8188,Boy,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8189,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
8190,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Low
8191,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
8192,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,Yes,Computer,High
8193,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8194,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8195,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8196,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8197,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8198,Girl,01-05,School,Non Government,,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
8199,Boy,26-30,University,Government,Yes,No,,Poor,Mobile Data,4G,01-03,,Mobile,Moderate
8200,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
8201,Girl,11-15,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
8202,Girl,26-30,University,Government,No,Yes,Low,Mid,,4G,0,No,Mobile,Low
8203,,16-20,School,Government,No,Yes,Low,Rich,Mobile Data,4G,01-03,No,Mobile,Moderate
8204,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Low
8205,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8206,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8207,Boy,06-10,School,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8208,Boy,06-10,School,Government,No,No,High,Mid,Mobile Data,2G,0,No,Mobile,Low
8209,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8210,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8211,Girl,01-05,,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8212,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8213,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
8214,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
8215,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8216,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8217,Boy,11-15,School,Non Government,No,Yes,Low,,Mobile Data,4G,01-03,No,Mobile,High
8218,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8219,Boy,26-30,University,Government,,No,Low,Poor,Mobile Data,4G,0,,Mobile,Low
8220,Girl,21-25,University,Non Government,No,Yes,High,Poor,Wifi,4G,03-06,No,Mobile,Low
8221,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Computer,Low
8222,Girl,16-20,College,Government,,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8223,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Low
8224,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8225,Girl,16-20,School,Government,No,No,,Rich,Mobile Data,4G,01-03,No,Mobile,High
8226,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8227,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8228,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Low
8229,Boy,16-20,University,Government,No,No,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
8230,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
8231,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8232,Boy,21-25,,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,01-03,Yes,Mobile,Moderate
8233,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8234,Boy,11-15,,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8235,Boy,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8236,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,Moderate
8237,Girl,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,4G,01-03,Yes,Mobile,Moderate
8238,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
8239,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
8240,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,03-06,Yes,Computer,Moderate
8241,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8242,Girl,21-25,University,Government,No,No,Low,Mid,Mobile Data,2G,01-03,No,Mobile,Low
8243,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8244,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8245,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8246,Boy,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8247,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8248,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8249,Boy,11-15,School,Non Government,No,,Low,Rich,Mobile Data,3G,01-03,No,Mobile,Moderate
8250,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
8251,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Computer,Moderate
8252,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,03-06,No,Mobile,Moderate
8253,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8254,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8255,Boy,26-30,University,Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
8256,Boy,11-15,School,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Computer,Low
8257,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8258,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,,Mobile,Low
8259,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8260,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,Low
8261,Girl,06-10,,Non Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,High
8262,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8263,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
8264,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,Moderate
8265,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,,Mobile,Low
8266,Boy,01-05,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8267,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Mobile,Moderate
8268,Girl,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8269,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,3G,01-03,No,Mobile,High
8270,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
8271,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Tab,Moderate
8272,Boy,21-25,University,Non Government,No,Yes,High,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
8273,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8274,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8275,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Computer,Low
8276,Boy,21-25,University,Non Government,No,Yes,,Mid,Wifi,,03-06,No,Tab,Moderate
8277,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8278,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8279,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,,01-03,No,Mobile,Moderate
8280,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8281,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
8282,Girl,11-15,School,Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
8283,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
8284,Boy,01-05,School,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8285,Girl,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8286,Girl,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,03-06,No,Tab,Moderate
8287,Boy,16-20,College,Government,No,Yes,,Mid,Wifi,4G,01-03,No,Mobile,Low
8288,Girl,21-25,,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,Moderate
8289,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
8290,Boy,26-30,University,Government,,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
8291,,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Computer,Moderate
8292,Boy,21-25,University,,Yes,Yes,Low,Mid,Wifi,3G,01-03,No,Computer,Moderate
8293,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8294,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8295,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,01-03,No,Computer,High
8296,Boy,11-15,School,Government,No,No,Low,Mid,Mobile Data,3G,0,,Mobile,Low
8297,Boy,21-25,University,Government,No,No,High,Mid,Wifi,4G,0,No,Mobile,Low
8298,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,03-06,Yes,,Moderate
8299,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,03-06,Yes,Mobile,Moderate
8300,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8301,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
8302,Boy,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,High
8303,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,3G,0,Yes,Mobile,Low
8304,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8305,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,03-06,Yes,Computer,Low
8306,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,High
8307,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,,01-03,No,Mobile,Moderate
8308,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8309,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,2G,01-03,No,Mobile,Low
8310,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
8311,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8312,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
8313,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8314,Girl,16-20,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,01-03,Yes,,Moderate
8315,Boy,06-10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,01-03,No,Mobile,Moderate
8316,Boy,16-20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8317,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8318,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8319,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8320,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8321,Boy,11-15,School,Non Government,,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8322,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,03-06,Yes,Mobile,Low
8323,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8324,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
8325,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Computer,High
8326,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,3G,03-06,Yes,Mobile,Moderate
8327,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,03-06,No,Mobile,Low
8328,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8329,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Wifi,3G,01-03,No,Mobile,Moderate
8330,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,0,No,Mobile,Low
8331,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8332,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8333,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8334,Boy,11-15,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,Moderate
8335,Boy,16-20,School,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8336,Girl,06-10,School,Non Government,No,Yes,Low,Mid,Wifi,3G,01-03,No,Mobile,High
8337,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
8338,Boy,06-10,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8339,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,03-06,No,Mobile,Moderate
8340,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,01-03,Yes,Mobile,Moderate
8341,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
8342,Boy,11-15,School,Non Government,No,,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Low
8343,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8344,Girl,11-15,School,Non Government,No,Yes,Low,Rich,Wifi,3G,01-03,No,Mobile,High
8345,Girl,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Low
8346,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8347,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,Yes,Mobile,Moderate
8348,Girl,16-20,College,Non Government,No,No,High,Mid,Wifi,4G,03-06,No,Mobile,Moderate
8349,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8350,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,,Mobile,Moderate
8351,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8352,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8353,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Tab,Moderate
8354,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,03-06,No,Computer,Low
8355,Girl,11-15,School,Government,No,Yes,,Rich,Wifi,4G,01-03,No,Mobile,Moderate
8356,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,03-06,No,Computer,Low
8357,Boy,06-10,School,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
8358,Boy,11-15,School,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8359,Boy,11-15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,01-03,No,Mobile,Moderate
8360,Boy,11-15,School,Non Government,No,Yes,High,Poor,Wifi,4G,01-03,No,Mobile,Low
8361,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8362,Boy,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,3G,01-03,No,Mobile,Moderate
8363,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8364,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,01-03,No,Mobile,Low
8365,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,No,Computer,Moderate
8366,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
8367,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Moderate
8368,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
8369,Boy,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,,Mobile,Low
8370,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Moderate
8371,Boy,11-15,School,,No,Yes,Low,Rich,Mobile Data,3G,01-03,No,Mobile,High
8372,Girl,16-20,School,Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
8373,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,,Yes,Mobile,Low
8374,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8375,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,01-03,Yes,Tab,Moderate
8376,Boy,,University,Non Government,No,Yes,Low,Mid,Wifi,4G,03-06,No,Computer,Moderate
8377,Girl,11-15,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8378,Boy,16-20,,Government,,Yes,High,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8379,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,01-03,Yes,Mobile,Low
8380,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Low
8381,Girl,11-15,School,Government,No,Yes,Low,Mid,Wifi,4G,01-03,No,Mobile,Low
8382,Girl,01-05,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8383,Girl,11-15,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,01-03,No,Mobile,Moderate
8384,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,03-06,No,Computer,Low
8385,Girl,01-05,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,01-03,No,Mobile,Moderate
